customer_id,plan_type,industry_vertical,region,acquisition_channel,contract_type,tenure_months,monthly_revenue,annual_revenue,support_tickets_last_90d,nps_score,login_frequency_per_month,cac_inr,signup_date,churn_date,churned,arr_loss_inr
RIQ-00519,Pro,Healthcare,Pune,Direct,Annual,2,2200.0,26400.0,2.0,41.0,15,6800.0,2022-08-28,,0,0.0
RIQ-00520,Basic,Edtech,Mumbai,Paid Search,Monthly,1,610.0,7320.0,3.0,36.0,8,3800.0,2022-03-21,2022-04-09,1,7320.0
RIQ-00521,Basic,Healthcare,Pune,Social Media,Monthly,32,500.0,6000.0,0.0,62.0,1,4500.0,2022-12-18,,0,0.0
RIQ-00522,Basic,Edtech,Bengaluru,Referral,Annual,3,570.0,6840.0,2.0,49.0,11,2700.0,2022-03-14,,0,0.0
RIQ-00523,Basic,Fintech,Pune,Social Media,Monthly,28,550.0,6600.0,1.0,54.0,5,4600.0,2023-01-12,,0,0.0
RIQ-00524,Enterprise,Edtech,Mumbai,Referral,Annual,11,8760.0,105120.0,1.0,100.0,21,22700.0,2022-05-17,,0,0.0
RIQ-00525,Basic,Edtech,Bengaluru,Email Campaign,Annual,4,780.0,9360.0,2.0,50.0,5,4000.0,2023-09-17,,0,0.0
RIQ-00526,Pro,E-commerce,Bengaluru,Social Media,Annual,13,2130.0,25560.0,0.0,59.0,16,12200.0,2022-06-05,2023-07-14,1,25560.0
RIQ-00527,Basic,Fintech,Bengaluru,Social Media,Monthly,3,540.0,6480.0,1.0,41.0,1,4300.0,2022-04-13,2022-07-01,1,6480.0
RIQ-00528,Pro,Fintech,Pune,Social Media,Annual,2,2460.0,29520.0,0.0,63.0,15,8500.0,2022-11-19,2023-01-28,1,29520.0
RIQ-00529,Basic,E-commerce,Bengaluru,Direct,Monthly,28,780.0,9360.0,4.0,16.0,5,4200.0,2023-09-07,,0,0.0
RIQ-00530,Pro,Edtech,Mumbai,Social Media,Annual,29,1530.0,18360.0,1.0,75.0,16,7800.0,2023-11-06,,0,0.0
RIQ-00531,Pro,Edtech,Mumbai,Paid Search,Annual,10,1690.0,20280.0,1.0,46.0,17,13100.0,2023-02-06,2023-11-27,1,20280.0
RIQ-00532,Basic,Fintech,Hyderabad,Direct,Annual,3,620.0,7440.0,2.0,52.0,9,2700.0,2023-01-31,2023-04-19,1,7440.0
RIQ-00533,Pro,E-commerce,Pune,Paid Search,Monthly,7,2390.0,28680.0,2.0,78.0,12,7200.0,2022-01-13,2022-08-07,1,28680.0
RIQ-00534,Basic,Edtech,Chennai,Email Campaign,Monthly,6,780.0,9360.0,2.0,37.0,1,3600.0,2023-01-10,,0,0.0
RIQ-00535,Pro,E-commerce,Bengaluru,Referral,Monthly,46,2490.0,29880.0,2.0,93.0,22,6600.0,2022-03-16,,0,0.0
RIQ-00536,Basic,E-commerce,Mumbai,Referral,Annual,1,520.0,6240.0,4.0,66.0,6,4800.0,2022-03-03,,0,0.0
RIQ-00537,Basic,Healthcare,Mumbai,Referral,Monthly,5,860.0,10320.0,0.0,22.0,2,3300.0,2023-03-02,,0,0.0
RIQ-00538,Basic,Healthcare,Mumbai,Social Media,Monthly,1,770.0,9240.0,8.0,46.0,1,2300.0,2022-06-06,2022-06-29,1,9240.0
RIQ-00539,Basic,Fintech,Mumbai,Organic Search,Monthly,6,990.0,11880.0,3.0,16.0,9,3000.0,2022-06-09,2022-12-08,1,11880.0
RIQ-00540,Enterprise,E-commerce,Delhi,Organic Search,Monthly,8,8250.0,99000.0,1.0,74.0,18,49200.0,2023-10-21,,0,0.0
RIQ-00541,Pro,Fintech,Chennai,Email Campaign,Annual,19,2350.0,28200.0,0.0,71.0,15,14300.0,2022-03-01,,0,0.0
RIQ-00542,Basic,Healthcare,Hyderabad,Direct,Monthly,2,810.0,9720.0,1.0,34.0,8,2900.0,2022-02-26,,0,0.0
RIQ-00543,Basic,Healthcare,Delhi,Email Campaign,Monthly,7,560.0,6720.0,2.0,42.0,5,4100.0,2022-05-21,,0,0.0
RIQ-00544,Basic,Fintech,Mumbai,Email Campaign,Monthly,28,760.0,9120.0,1.0,47.0,2,3100.0,2022-09-23,2024-12-31,1,9120.0
RIQ-00545,Basic,Edtech,Bengaluru,Social Media,Monthly,1,870.0,10440.0,3.0,31.0,1,4700.0,2022-05-01,2022-06-09,1,10440.0
RIQ-00546,Basic,Edtech,Hyderabad,Social Media,Annual,4,760.0,9120.0,2.0,48.0,4,4900.0,2022-09-27,2023-02-01,1,9120.0
RIQ-00547,Basic,Fintech,Pune,Direct,Monthly,11,750.0,9000.0,0.0,28.0,12,4600.0,2022-02-26,2023-01-22,1,9000.0
RIQ-00548,Basic,Fintech,Bengaluru,Paid Search,Monthly,4,890.0,10680.0,3.0,49.0,5,4200.0,2023-08-11,2023-12-15,1,10680.0
RIQ-00549,Pro,Edtech,Pune,Social Media,Monthly,2,1540.0,18480.0,0.0,75.0,14,10200.0,2022-01-13,,0,0.0
RIQ-00550,Pro,E-commerce,Mumbai,Organic Search,Annual,21,1650.0,19800.0,0.0,62.0,4,14200.0,2022-02-06,,0,0.0
RIQ-00551,Basic,Edtech,Bengaluru,Email Campaign,Monthly,2,710.0,8520.0,4.0,52.0,2,3200.0,2022-11-26,2023-01-17,1,8520.0
RIQ-00552,Basic,Healthcare,Bengaluru,Organic Search,Annual,5,540.0,6480.0,4.0,60.0,5,2400.0,2023-01-17,,0,0.0
RIQ-00553,Pro,E-commerce,Pune,Paid Search,Monthly,4,1720.0,20640.0,0.0,34.0,11,6600.0,2023-06-13,2023-09-27,1,20640.0
RIQ-00554,Basic,Fintech,Bengaluru,Paid Search,Annual,11,640.0,7680.0,4.0,38.0,2,2300.0,2022-11-15,2023-10-06,1,7680.0
RIQ-00555,Basic,E-commerce,Pune,Referral,Monthly,3,640.0,7680.0,3.0,37.0,9,3900.0,2022-11-08,2023-02-14,1,7680.0
RIQ-00556,Basic,Edtech,Bengaluru,Organic Search,Monthly,13,750.0,9000.0,2.0,74.0,7,4200.0,2022-07-20,,0,0.0
RIQ-00557,Pro,E-commerce,Bengaluru,Referral,Annual,8,1650.0,19800.0,0.0,85.0,13,10900.0,2023-02-24,,0,0.0
RIQ-00558,Pro,Healthcare,Mumbai,Paid Search,Monthly,20,2190.0,26280.0,2.0,59.0,10,6000.0,2022-01-10,,0,0.0
RIQ-00559,Pro,E-commerce,Pune,Social Media,Annual,15,2350.0,28200.0,0.0,50.0,12,10800.0,2022-11-11,,0,0.0
RIQ-00560,Basic,E-commerce,Chennai,Paid Search,Monthly,2,750.0,9000.0,2.0,64.0,6,4900.0,2022-03-03,,0,0.0
RIQ-00561,Pro,E-commerce,Chennai,Social Media,Annual,6,1540.0,18480.0,1.0,84.0,13,10700.0,2022-08-26,,0,0.0
RIQ-00562,Basic,E-commerce,Mumbai,Organic Search,Monthly,3,690.0,8280.0,5.0,26.0,7,2300.0,2022-03-28,2022-06-29,1,8280.0
RIQ-00563,Pro,Edtech,Chennai,Organic Search,Annual,8,1570.0,18840.0,1.0,82.0,10,12000.0,2023-08-05,,0,0.0
RIQ-00564,Pro,Healthcare,Bengaluru,Email Campaign,Annual,6,1790.0,21480.0,1.0,29.0,12,9500.0,2022-11-19,,0,0.0
RIQ-00565,Basic,Edtech,Mumbai,Organic Search,Monthly,2,660.0,7920.0,3.0,11.0,2,2700.0,2023-04-09,2023-06-01,1,7920.0
RIQ-00566,Basic,E-commerce,Pune,Social Media,Annual,2,880.0,10560.0,3.0,91.0,1,2500.0,2022-04-22,,0,0.0
RIQ-00567,Basic,Healthcare,Mumbai,Paid Search,Annual,10,700.0,8400.0,2.0,60.0,6,4900.0,2023-07-03,2024-04-24,1,8400.0
RIQ-00568,Basic,Fintech,Mumbai,Direct,Monthly,20,630.0,7560.0,1.0,38.0,1,2300.0,2022-05-03,,0,0.0
RIQ-00569,Basic,E-commerce,Chennai,Direct,Monthly,13,850.0,10200.0,0.0,64.0,1,2100.0,2023-09-10,,0,0.0
RIQ-00570,Pro,E-commerce,Chennai,Direct,Annual,2,1590.0,19080.0,1.0,40.0,12,9600.0,2022-09-12,,0,0.0
RIQ-00571,Basic,E-commerce,Hyderabad,Paid Search,Monthly,16,650.0,7800.0,1.0,55.0,3,2100.0,2022-06-28,,0,0.0
RIQ-00572,Basic,Edtech,Bengaluru,Direct,Monthly,22,870.0,10440.0,1.0,45.0,1,2300.0,2022-09-13,,0,0.0
RIQ-00573,Enterprise,Edtech,Bengaluru,Email Campaign,Annual,47,5610.0,67320.0,0.0,61.0,14,25200.0,2022-03-05,,0,0.0
RIQ-00574,Basic,Fintech,Delhi,Organic Search,Monthly,3,910.0,10920.0,4.0,34.0,3,3900.0,2023-01-17,2023-04-23,1,10920.0
RIQ-00575,Basic,Healthcare,Bengaluru,Social Media,Monthly,22,630.0,7560.0,0.0,50.0,1,5000.0,2022-03-18,2023-12-23,1,7560.0
RIQ-00576,Basic,Fintech,Hyderabad,Referral,Annual,4,900.0,10800.0,0.0,26.0,5,4700.0,2022-04-05,,0,0.0
RIQ-00577,Basic,Fintech,Bengaluru,Paid Search,Monthly,14,520.0,6240.0,2.0,72.0,7,2500.0,2023-04-18,2024-05-28,1,6240.0
RIQ-00578,Enterprise,E-commerce,Hyderabad,Social Media,Annual,17,6970.0,83640.0,0.0,66.0,26,34200.0,2022-01-31,,0,0.0
RIQ-00579,Pro,Healthcare,Bengaluru,Social Media,Annual,50,2410.0,28920.0,1.0,87.0,9,14000.0,2022-10-09,,0,0.0
RIQ-00580,Pro,E-commerce,Delhi,Social Media,Annual,10,2120.0,25440.0,3.0,64.0,8,10500.0,2022-09-09,,0,0.0
RIQ-00581,Pro,Edtech,Bengaluru,Social Media,Annual,3,1980.0,23760.0,0.0,57.0,13,7200.0,2022-03-31,,0,0.0
RIQ-00582,Pro,Healthcare,Delhi,Referral,Monthly,1,2380.0,28560.0,0.0,71.0,16,14900.0,2023-06-23,,0,0.0
RIQ-00583,Basic,E-commerce,Delhi,Paid Search,Monthly,3,510.0,6120.0,2.0,65.0,6,4100.0,2023-01-27,2023-05-07,1,6120.0
RIQ-00584,Basic,Fintech,Bengaluru,Email Campaign,Monthly,26,670.0,8040.0,3.0,44.0,6,3500.0,2023-08-03,,0,0.0
RIQ-00585,Basic,Fintech,Bengaluru,Social Media,Annual,15,660.0,7920.0,1.0,81.0,7,2100.0,2022-08-13,,0,0.0
RIQ-00586,Pro,E-commerce,Chennai,Social Media,Annual,21,2310.0,27720.0,0.0,60.0,8,12900.0,2023-04-29,,0,0.0
RIQ-00587,Enterprise,Edtech,Bengaluru,Organic Search,Annual,46,9870.0,118440.0,0.0,75.0,24,41300.0,2022-04-13,,0,0.0
RIQ-00588,Basic,Fintech,Mumbai,Social Media,Monthly,2,890.0,10680.0,1.0,80.0,1,5000.0,2022-02-27,2022-05-07,1,10680.0
RIQ-00589,Basic,Fintech,Hyderabad,Social Media,Monthly,11,900.0,10800.0,2.0,84.0,5,4500.0,2022-12-30,2023-12-09,1,10800.0
RIQ-00590,Pro,Edtech,Mumbai,Organic Search,Annual,42,2090.0,25080.0,1.0,82.0,7,6300.0,2023-01-03,,0,0.0
RIQ-00591,Basic,Healthcare,Mumbai,Paid Search,Annual,26,970.0,11640.0,2.0,41.0,9,2400.0,2023-08-01,,0,0.0
RIQ-00592,Basic,E-commerce,Bengaluru,Direct,Annual,14,900.0,10800.0,0.0,56.0,13,3600.0,2023-05-20,,0,0.0
RIQ-00593,Basic,Healthcare,Delhi,Social Media,Monthly,1,530.0,6360.0,1.0,43.0,6,2100.0,2023-09-09,2023-10-01,1,6360.0
RIQ-00594,Basic,Edtech,Hyderabad,Email Campaign,Annual,8,810.0,9720.0,1.0,31.0,9,3000.0,2022-05-14,,0,0.0
RIQ-00595,Pro,E-commerce,Bengaluru,Referral,Annual,24,2370.0,28440.0,0.0,76.0,11,11300.0,2022-03-02,,0,0.0
RIQ-00596,Basic,Fintech,Hyderabad,Social Media,Monthly,8,890.0,10680.0,2.0,42.0,10,3100.0,2023-06-23,2024-03-01,1,10680.0
RIQ-00597,Basic,Healthcare,Delhi,Referral,Monthly,1,830.0,9960.0,3.0,16.0,6,3000.0,2023-08-24,2023-09-11,1,9960.0
RIQ-00598,Pro,E-commerce,Chennai,Social Media,Annual,8,2230.0,26760.0,1.0,50.0,25,14600.0,2023-03-24,,0,0.0
RIQ-00599,Pro,Edtech,Mumbai,Email Campaign,Monthly,44,1670.0,20040.0,1.0,63.0,9,14400.0,2023-07-30,,0,0.0
RIQ-00600,Basic,E-commerce,Delhi,Social Media,Monthly,13,610.0,7320.0,1.0,46.0,1,2500.0,2023-08-27,2024-10-01,1,7320.0
RIQ-00601,Pro,Fintech,Chennai,Direct,Annual,47,1630.0,19560.0,0.0,54.0,11,14500.0,2022-01-02,,0,0.0
RIQ-00602,Pro,E-commerce,Chennai,Social Media,Annual,1,2490.0,29880.0,1.0,25.0,16,11400.0,2023-08-05,,0,0.0
RIQ-00603,Pro,Fintech,Bengaluru,Email Campaign,Monthly,38,2470.0,29640.0,0.0,29.0,15,6900.0,2022-08-15,,0,0.0
RIQ-00604,Pro,E-commerce,Pune,Email Campaign,Annual,40,1830.0,21960.0,0.0,56.0,16,14800.0,2022-03-21,,0,0.0
RIQ-00605,Basic,Fintech,Bengaluru,Paid Search,Monthly,2,940.0,11280.0,1.0,36.0,1,4100.0,2022-04-01,2022-06-11,1,11280.0
RIQ-00606,Basic,Healthcare,Hyderabad,Organic Search,Monthly,5,720.0,8640.0,2.0,55.0,11,2700.0,2022-09-29,2023-02-17,1,8640.0
RIQ-00607,Basic,Fintech,Mumbai,Social Media,Monthly,7,550.0,6600.0,4.0,44.0,2,2100.0,2022-01-02,,0,0.0
RIQ-00608,Basic,Edtech,Delhi,Referral,Monthly,2,580.0,6960.0,1.0,62.0,3,3500.0,2023-02-28,,0,0.0
RIQ-00609,Basic,Edtech,Delhi,Organic Search,Annual,37,550.0,6600.0,0.0,31.0,13,4400.0,2023-05-06,,0,0.0
RIQ-00610,Basic,Edtech,Hyderabad,Organic Search,Annual,2,610.0,7320.0,2.0,19.0,7,2200.0,2023-04-08,,0,0.0
RIQ-00611,Basic,Edtech,Delhi,Organic Search,Monthly,3,660.0,7920.0,3.0,43.0,13,3000.0,2022-04-18,2022-07-04,1,7920.0
RIQ-00612,Basic,Edtech,Hyderabad,Direct,Monthly,4,540.0,6480.0,0.0,100.0,4,3000.0,2022-04-06,,0,0.0
RIQ-00613,Enterprise,Healthcare,Mumbai,Email Campaign,Annual,35,8520.0,102240.0,1.0,73.0,26,55600.0,2023-03-18,,0,0.0
RIQ-00614,Pro,E-commerce,Chennai,Referral,Monthly,17,1660.0,19920.0,0.0,44.0,15,14800.0,2022-04-14,,0,0.0
RIQ-00615,Basic,Fintech,Mumbai,Social Media,Monthly,2,780.0,9360.0,3.0,34.0,1,4000.0,2023-07-08,2023-08-30,1,9360.0
RIQ-00616,Pro,Edtech,Delhi,Organic Search,Annual,3,1890.0,22680.0,2.0,65.0,12,7400.0,2023-07-17,,0,0.0
RIQ-00617,Basic,E-commerce,Hyderabad,Direct,Monthly,2,710.0,8520.0,2.0,57.0,3,4000.0,2022-10-29,2023-01-08,1,8520.0
RIQ-00618,Basic,E-commerce,Mumbai,Referral,Monthly,2,510.0,6120.0,2.0,4.0,3,2900.0,2022-06-24,2022-08-28,1,6120.0
RIQ-00619,Pro,Fintech,Delhi,Social Media,Monthly,4,1810.0,21720.0,0.0,50.0,11,11900.0,2023-02-12,2023-06-12,1,21720.0
RIQ-00620,Pro,E-commerce,Mumbai,Referral,Annual,7,2040.0,24480.0,2.0,47.0,15,9400.0,2022-07-09,,0,0.0
RIQ-00621,Basic,Fintech,Pune,Direct,Monthly,8,520.0,6240.0,1.0,42.0,1,3400.0,2023-03-27,,0,0.0
RIQ-00622,Basic,Edtech,Delhi,Email Campaign,Monthly,9,530.0,6360.0,3.0,45.0,10,2300.0,2023-11-15,2024-07-30,1,6360.0
RIQ-00623,Pro,E-commerce,Pune,Social Media,Monthly,7,2470.0,29640.0,0.0,58.0,2,6500.0,2023-08-27,,0,0.0
RIQ-00624,Basic,Healthcare,Bengaluru,Email Campaign,Monthly,1,760.0,9120.0,1.0,64.0,6,4600.0,2023-07-03,2023-08-08,1,9120.0
RIQ-00625,Pro,E-commerce,Hyderabad,Social Media,Annual,29,1980.0,23760.0,0.0,64.0,9,13700.0,2022-03-22,,0,0.0
RIQ-00626,Basic,Fintech,Chennai,Email Campaign,Annual,44,780.0,9360.0,0.0,49.0,2,4400.0,2023-06-14,,0,0.0
RIQ-00627,Basic,Fintech,Mumbai,Paid Search,Monthly,6,560.0,6720.0,3.0,67.0,14,4800.0,2023-04-05,2023-09-22,1,6720.0
RIQ-00628,Basic,E-commerce,Delhi,Social Media,Monthly,15,600.0,7200.0,3.0,22.0,4,2200.0,2022-02-13,2023-05-07,1,7200.0
RIQ-00629,Enterprise,E-commerce,Mumbai,Email Campaign,Annual,9,9110.0,109320.0,3.0,66.0,30,56400.0,2022-06-01,,0,0.0
RIQ-00630,Basic,Edtech,Bengaluru,Email Campaign,Annual,11,960.0,11520.0,1.0,45.0,13,2300.0,2022-03-10,,0,0.0
RIQ-00631,Basic,Healthcare,Mumbai,Paid Search,Annual,7,930.0,11160.0,1.0,74.0,8,3400.0,2023-06-17,,0,0.0
RIQ-00632,Pro,Edtech,Mumbai,Organic Search,Monthly,13,2120.0,25440.0,1.0,64.0,20,7000.0,2023-06-20,,0,0.0
RIQ-00633,Pro,Fintech,Pune,Organic Search,Monthly,60,2070.0,24840.0,0.0,78.0,9,14500.0,2023-08-20,,0,0.0
RIQ-00634,Enterprise,Edtech,Hyderabad,Organic Search,Monthly,28,7810.0,93720.0,0.0,63.0,17,55200.0,2022-04-14,,0,0.0
RIQ-00635,Basic,E-commerce,Bengaluru,Paid Search,Monthly,11,940.0,11280.0,4.0,47.0,13,3100.0,2022-09-28,,0,0.0
RIQ-00636,Basic,Healthcare,Hyderabad,Social Media,Monthly,8,520.0,6240.0,3.0,64.0,1,2400.0,2022-10-10,2023-06-04,1,6240.0
RIQ-00637,Basic,Edtech,Bengaluru,Paid Search,Monthly,2,520.0,6240.0,2.0,60.0,1,2700.0,2022-12-06,2023-02-11,1,6240.0
RIQ-00638,Basic,Healthcare,Hyderabad,Email Campaign,Monthly,11,950.0,11400.0,3.0,68.0,8,4500.0,2022-01-21,2022-12-12,1,11400.0
RIQ-00639,Basic,Fintech,Hyderabad,Email Campaign,Annual,4,740.0,8880.0,4.0,72.0,7,2700.0,2022-04-11,2022-08-21,1,8880.0
RIQ-00640,Basic,Healthcare,Bengaluru,Referral,Monthly,6,890.0,10680.0,0.0,58.0,9,4200.0,2022-11-25,2023-05-17,1,10680.0
RIQ-00641,Pro,E-commerce,Pune,Paid Search,Monthly,15,1940.0,23280.0,2.0,42.0,19,12800.0,2023-02-21,,0,0.0
RIQ-00642,Pro,Fintech,Delhi,Organic Search,Monthly,1,2320.0,27840.0,2.0,38.0,11,8800.0,2023-06-12,2023-07-22,1,27840.0
RIQ-00643,Enterprise,E-commerce,Chennai,Social Media,Monthly,60,5680.0,68160.0,2.0,82.0,22,27700.0,2023-06-21,,0,0.0
RIQ-00644,Basic,Healthcare,Bengaluru,Social Media,Monthly,2,920.0,11040.0,0.0,57.0,6,2100.0,2022-03-01,2022-04-22,1,11040.0
RIQ-00645,Basic,Fintech,Mumbai,Referral,Monthly,3,600.0,7200.0,2.0,29.0,10,3400.0,2023-01-13,2023-04-24,1,7200.0
RIQ-00646,Pro,E-commerce,Bengaluru,Paid Search,Monthly,23,2180.0,26160.0,0.0,70.0,9,11300.0,2022-09-05,,0,0.0
RIQ-00647,Pro,Fintech,Hyderabad,Paid Search,Annual,8,2370.0,28440.0,0.0,62.0,21,9100.0,2023-08-24,,0,0.0
RIQ-00648,Basic,Edtech,Mumbai,Paid Search,Monthly,14,630.0,7560.0,3.0,44.0,8,2900.0,2022-04-03,,0,0.0
RIQ-00649,Basic,Fintech,Bengaluru,Paid Search,Monthly,5,790.0,9480.0,2.0,31.0,2,2700.0,2022-08-08,2023-01-17,1,9480.0
RIQ-00650,Enterprise,Edtech,Mumbai,Organic Search,Annual,36,8260.0,99120.0,1.0,48.0,20,50700.0,2023-06-10,,0,0.0
RIQ-00651,Enterprise,Healthcare,Bengaluru,Paid Search,Annual,14,5040.0,60480.0,1.0,95.0,21,20300.0,2022-05-16,,0,0.0
RIQ-00652,Pro,E-commerce,Mumbai,Social Media,Annual,4,1750.0,21000.0,1.0,100.0,10,12400.0,2022-11-09,,0,0.0
RIQ-00653,Pro,Fintech,Bengaluru,Organic Search,Annual,10,2390.0,28680.0,3.0,81.0,9,8000.0,2022-12-24,,0,0.0
RIQ-00654,Basic,Edtech,Delhi,Paid Search,Annual,2,760.0,9120.0,1.0,18.0,10,3800.0,2023-10-01,2023-11-27,1,9120.0
RIQ-00655,Basic,Edtech,Mumbai,Email Campaign,Monthly,1,980.0,11760.0,5.0,37.0,6,3900.0,2023-01-19,2023-02-20,1,11760.0
RIQ-00656,Basic,Healthcare,Mumbai,Email Campaign,Monthly,2,550.0,6600.0,1.0,25.0,4,5000.0,2022-03-07,2022-05-01,1,6600.0
RIQ-00657,Basic,Edtech,Pune,Referral,Annual,6,630.0,7560.0,2.0,31.0,2,2600.0,2023-10-30,2024-04-21,1,7560.0
RIQ-00658,Enterprise,E-commerce,Pune,Social Media,Monthly,19,5280.0,63360.0,1.0,63.0,22,25600.0,2023-09-07,,0,0.0
RIQ-00659,Pro,E-commerce,Mumbai,Social Media,Annual,17,1520.0,18240.0,1.0,73.0,12,8300.0,2023-05-25,,0,0.0
RIQ-00660,Basic,Healthcare,Pune,Social Media,Monthly,4,690.0,8280.0,1.0,92.0,7,4100.0,2022-02-06,2022-06-09,1,8280.0
RIQ-00661,Basic,Fintech,Chennai,Organic Search,Monthly,4,860.0,10320.0,1.0,49.0,6,4100.0,2022-08-16,,0,0.0
RIQ-00662,Basic,Fintech,Mumbai,Email Campaign,Monthly,7,970.0,11640.0,2.0,31.0,4,2900.0,2023-01-03,2023-08-02,1,11640.0
RIQ-00663,Basic,E-commerce,Mumbai,Social Media,Monthly,19,780.0,9360.0,2.0,45.0,9,2300.0,2022-10-28,,0,0.0
RIQ-00664,Pro,Fintech,Hyderabad,Paid Search,Annual,4,2310.0,27720.0,1.0,88.0,12,14100.0,2022-07-07,,0,0.0
RIQ-00665,Pro,Healthcare,Hyderabad,Paid Search,Monthly,6,1720.0,20640.0,0.0,55.0,11,8800.0,2022-08-17,,0,0.0
RIQ-00666,Enterprise,E-commerce,Hyderabad,Referral,Annual,3,6660.0,79920.0,2.0,60.0,25,38800.0,2022-09-24,2022-12-26,1,79920.0
RIQ-00667,Pro,Edtech,Hyderabad,Paid Search,Annual,19,2370.0,28440.0,1.0,47.0,22,11600.0,2023-08-21,,0,0.0
RIQ-00668,Pro,Healthcare,Delhi,Paid Search,Monthly,9,1690.0,20280.0,1.0,87.0,14,9400.0,2022-05-03,,0,0.0
RIQ-00669,Basic,E-commerce,Pune,Organic Search,Annual,3,530.0,6360.0,4.0,28.0,5,5000.0,2022-06-04,2022-08-22,1,6360.0
RIQ-00670,Pro,E-commerce,Mumbai,Organic Search,Annual,52,2390.0,28680.0,2.0,40.0,11,13800.0,2023-04-14,,0,0.0
RIQ-00671,Pro,E-commerce,Chennai,Organic Search,Monthly,54,1580.0,18960.0,0.0,24.0,13,7600.0,2022-12-07,,0,0.0
RIQ-00672,Basic,Edtech,Hyderabad,Referral,Monthly,15,500.0,6000.0,2.0,40.0,1,4300.0,2022-10-08,2023-12-23,1,6000.0
RIQ-00673,Basic,E-commerce,Hyderabad,Referral,Annual,25,740.0,8880.0,1.0,82.0,1,2400.0,2022-04-01,,0,0.0
RIQ-00674,Enterprise,E-commerce,Mumbai,Social Media,Annual,25,7140.0,85680.0,2.0,52.0,23,28000.0,2023-05-04,,0,0.0
RIQ-00675,Pro,Edtech,Delhi,Direct,Monthly,18,1870.0,22440.0,1.0,45.0,17,12800.0,2022-01-15,,0,0.0
RIQ-00676,Basic,Fintech,Mumbai,Referral,Annual,3,510.0,6120.0,0.0,38.0,8,3900.0,2022-01-05,,0,0.0
RIQ-00677,Enterprise,Edtech,Hyderabad,Organic Search,Annual,15,6720.0,80640.0,2.0,81.0,19,32200.0,2022-05-13,,0,0.0
RIQ-00678,Enterprise,E-commerce,Delhi,Direct,Monthly,11,5330.0,63960.0,0.0,98.0,22,49100.0,2022-02-16,,0,0.0
RIQ-00679,Pro,E-commerce,Hyderabad,Social Media,Monthly,9,2100.0,25200.0,2.0,50.0,3,15000.0,2022-12-12,2023-09-06,1,25200.0
RIQ-00680,Basic,Fintech,Bengaluru,Organic Search,Monthly,14,950.0,11400.0,2.0,20.0,9,4300.0,2023-01-03,,0,0.0
RIQ-00681,Basic,E-commerce,Mumbai,Organic Search,Annual,1,910.0,10920.0,2.0,4.0,7,2700.0,2022-01-20,2022-02-11,1,10920.0
RIQ-00682,Basic,E-commerce,Delhi,Paid Search,Annual,10,510.0,6120.0,2.0,38.0,1,2400.0,2023-06-01,2024-03-17,1,6120.0
RIQ-00683,Pro,E-commerce,Mumbai,Organic Search,Monthly,6,1870.0,22440.0,0.0,71.0,11,10800.0,2023-10-18,,0,0.0
RIQ-00684,Basic,Edtech,Bengaluru,Paid Search,Monthly,3,1000.0,12000.0,2.0,57.0,1,4000.0,2023-11-09,2024-01-26,1,12000.0
RIQ-00685,Pro,Edtech,Mumbai,Social Media,Annual,26,1920.0,23040.0,1.0,94.0,15,8300.0,2023-01-25,,0,0.0
RIQ-00686,Basic,Fintech,Hyderabad,Organic Search,Annual,5,600.0,7200.0,2.0,59.0,6,2000.0,2023-10-08,,0,0.0
RIQ-00687,Enterprise,E-commerce,Hyderabad,Social Media,Annual,56,7600.0,91200.0,0.0,75.0,22,53200.0,2023-09-30,,0,0.0
RIQ-00688,Basic,Fintech,Mumbai,Email Campaign,Monthly,1,550.0,6600.0,3.0,31.0,4,2800.0,2023-09-25,2023-10-13,1,6600.0
RIQ-00689,Basic,Fintech,Bengaluru,Social Media,Monthly,5,800.0,9600.0,0.0,38.0,9,3600.0,2022-09-27,2023-03-07,1,9600.0
RIQ-00690,Basic,E-commerce,Mumbai,Social Media,Annual,28,650.0,7800.0,1.0,55.0,3,3600.0,2022-02-10,,0,0.0
RIQ-00691,Pro,E-commerce,Pune,Email Campaign,Monthly,5,1980.0,23760.0,1.0,52.0,9,12000.0,2022-08-29,,0,0.0
RIQ-00692,Basic,E-commerce,Mumbai,Referral,Monthly,5,920.0,11040.0,4.0,52.0,3,2400.0,2023-11-17,2024-04-15,1,11040.0
RIQ-00693,Basic,Healthcare,Mumbai,Direct,Annual,16,860.0,10320.0,4.0,41.0,11,4700.0,2022-04-14,,0,0.0
RIQ-00694,Basic,Fintech,Pune,Social Media,Annual,2,990.0,11880.0,4.0,83.0,4,2200.0,2022-09-28,2022-11-26,1,11880.0
RIQ-00695,Pro,Edtech,Mumbai,Paid Search,Monthly,6,2350.0,28200.0,1.0,68.0,12,9800.0,2023-01-04,2023-07-13,1,28200.0
RIQ-00696,Basic,Edtech,Pune,Social Media,Monthly,13,920.0,11040.0,1.0,41.0,1,2000.0,2022-02-16,,0,0.0
RIQ-00697,Pro,Edtech,Mumbai,Paid Search,Annual,14,1830.0,21960.0,1.0,70.0,10,8400.0,2023-03-25,,0,0.0
RIQ-00698,Basic,Healthcare,Delhi,Social Media,Monthly,1,690.0,8280.0,1.0,57.0,9,2300.0,2022-12-17,2023-01-06,1,8280.0
RIQ-00699,Pro,Healthcare,Bengaluru,Direct,Monthly,15,2330.0,27960.0,1.0,63.0,7,11800.0,2023-05-05,,0,0.0
